pol,text
neutral,Hey mei... U noe how long will e inauguration last tmr?r u goin?
neutral,i can lend the textbk if it\u2019s still the same one.
neutral,Quite lor. But dun tell him wait he get complacent...
neutral,hey do u think i should dye or highlight my hair?
neutral,Esplanade... An italian restaurant... Just finished e cake.. Later wanna come fetch me?
neutral,I\u2019ll try to make it duno if ma wan go shop for cny clothes ?
neutral,Ok lor but not too early. Me still having project meeting now.
positive,Okok\u002c see you at mac.
positive,On my way to mediacorp. wake up? Still in dreaming? love you everytimes. have a sweet dream
positive,Leo Naruto is very good.. gots impressive characters.. hope gaara defeat lee in ep. 48.
neutral,orh........lasttime  like she got such a big group of  friends. then now only like she alone liao
neutral,take part in the survey!
neutral,where to meet?
positive,hey laopo have sweet sweet dreams tonight k. Sorry cant talk to you much. I love you
negative,Y she dun believe leh? I tot i told her it\u2019s true already. I thk she muz c us tog then she believe.
neutral,Nope but i\u2019m going home now then go pump petrol lor... Like going 2 rain soon...
neutral,Hey tmr maybe can meet you at yck
neutral,we want to go to your place for bbq tonight... how about that? can call home now..
neutral,Maybe next tues one can make it. Cos this week i already got something on liao. Wat time does yr match start on tues? Would be against? Wat other teams will be playing?
negative,Okie but i scared u say i fat... Then u dun wan me already...
neutral,Hey u go & apply voicemail leh en I can voicemail u 2 like last timewhen we used pagers? Go apply la. Anyway I sorta know wat 2 give u 4 ur birthday liao?
negative,ya lor i told her\u002c only monk  dun cry as no emotions mah aiyah  tok to her  will vomit blood ah
neutral,Jam! so wil take a while to reach
positive,Huh? Still dun wan to slp? Its already past 12! shld slp early if u wanna break your slp cycle!
positive,Me going out w my friend lor... I should congrat him 4 finally able 2 step into ur house...
neutral,Then meet 130 jubilee.
neutral,Ok lor then we go tog lor...
neutral,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
neutral,I wan try nuskin product so he bring me 2 buy lor. But we meeting ard 1.30 at plaza sing\u002c u ok w it?
neutral,Go for lunch. how are you feeling well? still fever and flu? oklah take care bye
positive,Happy studying hor... both of u so on.. hey hey\u002c why dun u go to cl? Then I can join u after I finish meeting
neutral,Wat match? Bball? U still play it ah? Representing?
negative,matthew is not good enough for this show. Just a pretty face
neutral,R u done at e medical? My bro say can rec u for other positions. Ask u wat u r interest in and wat u r not.
neutral,321 is at kovan mrt. 62 at hougang interchange/mrt ? can take 62\u002c take ? directly there
negative,Think my skill no good. Cos its not e same brand\u002c so the quantity of water and other ingredients i use is wrong\u002c so cannot harden.
neutral,Just woke up lor.
negative,Lol i dont want to remember! Haha! Its best un forget that disgusting thing
negative,not my biz. i am so sick staying at home.
positive,ok\u002c...cya then!
neutral,Want to meet on tuesday with edlyn. Ok. 12pm cine leisure
neutral,Have you done your hw yet? Can lend me? I\u2019m in sch now...
neutral,Sis where are you. Can you call me
neutral,i told uncle liao\u002c and i takin note of it.. btw are u bringing back frontpage 2003 cd tmr?
neutral,Oic... Me juz finished my lunch feeling very slpy gonna catch a nap! Heheez me pig... eat n slp!
neutral,Im at pink table ... u finish tut then come and look for me lor ...
negative,How come eat so fast? How come e girls never help u? I must scold them..
positive,Thank you my dear friend..so sweet of you ! Have a good year ahead!
neutral,ck\u002c my exams over liao. when you wanna meet up?
positive,hey hey. please pray for journey mercies for my trekking and the weather where we can reach the final destination without getting hurt.
neutral,How i noe... She\u2019s in da car now... Later then c lar... I\u2019m wearing shorts...
neutral,Well\u002c never mind la. Next time we put less water lor.
positive,I hope i can b e 1st 2 wish u a happy n prosperous monkey yr! Hope u can always b as cheerful as a monkey! Once again\u002c wich u good luck throughout this year.
negative,I got it from a webpage. Not sure about the details.
positive,Hey darlings.-- thanks for spending my special day with me...it brought such a nice feeling... And i\u2019ll see you all on friday! Tata!
neutral,Tmr i may be going to ikea\u002c u want to go?
neutral,How r Ã¼ going to send it to me?
neutral,Hi keng onn\u002chow r u? was thinking of meeting up wif u for a meal one of these days:)
neutral,You repair and upgrade laptop?
negative,I\u2019m in e midst of a talk... Sob sob\u002c cant have lunch w u all...
neutral,Stupid siyi... Rem to bring my ring on sun ah...
neutral,My dear\u002c i m now eating lunch and will go to lab... How are u? It is very hot....How \u2019re u? Are u able to work?
positive,Thanks so much. Sorry for the delay. i was driving. Think I can\u2019t join you all tonight cos I have law tutorial tomorrow at 9. You have fun and help me wish him a very happy birthday for me.
negative,think abt this.  when she get bf\u002c then  will she want ppl to  look at her  on the street? she did not think  hard enought
neutral,Tmr 1 pm.. Why leh\u002c u coming to school ah? So u have ur haircut?
negative,long time no see
neutral,Wat time going? He wat time come back?
neutral,Hey are we going for the lo lesson or gym?
positive,I mean v. cute sorta friendship. Anyway it is not 1 day 1 mah. Maybe they going on other day or maybe they went liao. I now eating Curry Vege & Bee Hoon. Nice!
neutral,mute? then  u never hearthe sound u  also want ah ?
positive,well...hope they call me again
negative,Cos lazy 2 go out alone some more raining. U all still there?
neutral,Wat time u be at home ah?
neutral,I everything also dun have...
neutral,Hey hey\u002c that meeting tomorrow yet again changed to saturday. Timing 6pm marina mrt.. You can help me inform Mr X?
neutral,That\u2019s y we haf to combine n c how lor...
neutral,U w ur sis then still meeting us. Then if we go c movie then u going 2 c 2 movie a day?
neutral,one day relief teaching zuo bo one just make sure they behave
neutral,Thgt we have to collect some package on 17th if  u haven received it...
neutral,Oh i went to citibank at orchard... Study until i sian also... So u going back now?
positive,thanks a lot. i will rate you when i get home later.
neutral,yeah i dun think i have anything else to write. u?
neutral,No la... They ask me to go funan to look at fuji\u002c if i like den email em to place order\u002c it will b student price oso...
neutral,Yes boss.. Then let me know whether meeting before or after dinner for tomolo..
neutral,hey we meet at seven then decide go where ok?
neutral,Y so quiet all of a sudden?
negative,Aiyo\u002c y my dear dear so poor thing... U neva go out 2 eat? Wat did u eat? Me going 4 ice cream now hee... I come back eat w u lor...
neutral,Wat time u want me to pick u?
neutral,I have received Kit\u2019s email this morning. She said she can\u2019t contact the translator and will assign others
neutral,Im free on sat ... Ok we watch together lor
neutral,U calling me right? Call my hand phone...
positive,Anythin is fine lor... I\u2019m not goin 4 any camps... My faculty camp oso over liao... U goin 4 wat camp?
negative,I\u2019m so tired... Need to work at day\u002c den at nite need to do tut... I\u2019m going crazy soon...
neutral,How come u r near my area leh... Hmmm\u002c dun thk so\u002c watchin tv...
positive,dear sis\u002c happy graduation day! although I can\u2019t be there with you today but just know how very proud I am of you. love u sis..
neutral,ya cos over icq. I gonna hand justis the cd tmr or tue..
neutral,Hey... I\u2019m goin ikea now w my family... If got e frame how to pass to u?
neutral,you know\u002c i was just thinking.. wanna get a kitty cat next year?
neutral,In case your stomach ache gets better and you decide to go\u002c pls inform me n we can meet at 7 at Aljunied.
neutral,Think we\u2019ll be going for dinner before that coz cannot tahan till after lah.
positive,I went cycling then i saw big millian so cute...
negative,Sick lah. E doc ask me wan or not then i jus take lah. My colleague still say i wasted take half day only. I should hv gone yest.
neutral,U bring outside clothes\u002c then mayb we go shop shop if early.
neutral,hihi\u002c confirm liao\u002c meet at somerset mrt on mon\u002c 11am. we\u2019ll buy the e present first den lunch at marche!! see ya!
positive,Hmmm... Abt 5... Laughin my head off now\u002c haha... It\u2019s so funny... Enjoy shoppin gal...
negative,Huh!? Aiyah i tot can earn some money... now no money liao. Nvm then thanks anyway.
neutral,Yah... Going for e tut at 9... Den afternoon stay in school...
positive,i hav destroy the passwd. thanks a lot\u002c the flo charts help. :)
neutral,Think weekend better cos weekdays have to settle some stuffs
neutral,which one?
neutral,Integer means no decimals. Float means got decimals. U may try short\u002c or long. They r diff type of float. But thats java\u002c dunno c got or not.
neutral,Hmmm... Okie... Can can...wat time is jy\u2019s play...
negative,U write lor. But dont ask me write wat... Cos whatever i say i duno how u all will think....
neutral,dun mention it... i will tell u the meeting time when i settle the stuffs k... wait for my msg
neutral,Haha... Kaiez\u002c take care den\u002c poor guy...My day ah\u002c okie lor... As usual\u002c slackin at home...
neutral,you still working?
neutral,Wat time r Ã¼ going to xin\u2019s hostel?
neutral,Wat u doing my dear\u002c i call u after the 9pm show k..
neutral,erm...ok\u002c then nmind. we go to BK then.
negative,hey are you still awake? I am very bored now... free to chat?
positive,U leave ur sis alone at e salon? So wat time u meeting ur friend?
neutral,Pay credit card bill for my sis... Ur sis lesson until wat time? U had ur lunch already?
neutral,Duno\u002c mayb half hr will do. if u busy u can take ur time. I can chat w ron or go shopping lor first lor.
positive,the extended version damn nice
positive,wow! tat\u2019s fun! enjoy ur hols! hav a Merry Christmas too!! :)
negative,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
neutral,U wan him give u a ride hah? Wat time u can? I confirm w u later. If he not going how?
negative,Hi\u002c sorry. tomorrow i\u2019m not free. i\u2019ve class the whole afternoon until 930. This is the makeup lecture. Can you come on Sat?
neutral,Use the src one lor
neutral,Must come later.. I normally bathe him in da afternoon mah..
neutral,Going to school tmr.. Wanna join me?
negative,Huh\u002c like dat also cannot ah?
neutral,Laoge do you think it\u2019s a good time to take basic theory test now?
neutral,Nope... Juz off from work...
neutral,Heehee... Remember to bring mandarin orange too k...
neutral,Hey come online! Use msn... We are all there
neutral,Your free 1 month trial eLibrary account was activated on 16/1/04. If you have not received an email on the activation\u002c please contact library2@singnet.com
neutral,I\u2019m going sch now.. Gimme a call when u are leaving the camp k?
positive,good morning...time to wakie
neutral,Fri shld b alrite... Play mahjong ah\u002c go somebody\u2019s hse lor...
neutral,Hey lien... U change no huh... I juz wan to confirm... U noe la...
neutral,Will you come to xiaoyao home? or u want me to collect your medicine?
positive,all the best in you exam
positive,If u still ill then go to c doctor. What time u go back? Dont too save money. Health is very improtant. Take good care.
neutral,i call them and they told me they are only sending my mom\u2019s one as me and my bro are not taxable. Supose to rcv this month but havent got it yet..
neutral,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
negative,Never mind.. I\u2019m just very lazy.. But still got to eat..
neutral,U can still call my hp\u002c on autoroam. My Aust Add - Unilodge Sydney Cnr Bay St & Broadway\u002c Broadway NSW 200700 Tel 61 2 93385000
positive,Haha mayb u\u2019re rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
positive,Really... But boon law here din rain... Aiyo\u002c i came on e dot den now haven even start off... Waitin 4 latecomers... Y u not here\u002c miz u leh...
neutral,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
neutral,Told zai 12.30 but we all meet at 1 in town. Shall we eat genki at meridian hotel?
neutral,Will Ã¼ b going to esplanade fr home?
negative,sorry.... seems like I can\u2019t make it there at 1pm. Can I meet u at 1.30pm instead? So sorry for the last min change..
neutral,ok. call me when you reached. elevators position all changed already...
negative,Sorry i will be late... and I haven\u2019t had lunch yet.. hehe..
negative,Woah... So early...Noe all of u watch liao\u002c so i plan to watch alone lor...
negative,urhmm no thks. Sorry huh
neutral,Dear dear... Coming home at wad time- every one is not at home...
neutral,maybe somewhere near. wait for my dad come back then c where u r?
neutral,Are you in sch now? I need to pass smtg to you...
negative,u want borrow from him? can make a copy for me too?
negative,Lousy pig\u002c so easily die... Aiyoh\u002c so late ah... Dun fall asleep leh...
neutral,take accounting next sem?
positive,Okay... I booked all already... Including the one at bugis.
neutral,so we both leave at 5 can reach clementi at same time?
negative,I not free today i haf 2 pick my parents up tonite...
neutral,tonite able to work rite?
neutral,Yo! I n hui fang going john little sale at expo this late afternoon... Wanna come?
neutral,will bear that in mind
positive,Can you come to lt34 to support save?
neutral,haha.\u002cbet they will cut short fringe for u.. cos they learning how to cut short fringe now..
negative,I feel so bad. maybe have to mc tomorrow. what time you go back? take care bye!
positive,Ok just nice i going out to buy for my mum too.
neutral,i\u2019m going to lib to print some notes? wanna come along?
negative,My sis oso watch liao... So i have to watch alone\u002c sob sob... Dun wan wait 4 vcd\u002c very long...
neutral,yeah... now the next thing is to decide which movie we shall watch
neutral,i suddenly feel like doing some volunteer work this holiday. are you game for it?
neutral,hey i watchin movie now. call u back later
negative,Me alone going 4 luch lor... My crazy sis dun wan 2 eat... Left me alone\u002c so sian...
neutral,dear\u002c do u know what is lviii? translate to number?
neutral,My bf went out with his friends.. I\u2019m too lazt to go elsewhere... Or shop around.. Also i\u2019m going back to his place after my dinner..
positive,they will tell u the duration u can teach\u002c 1 week\u002c 2 weeks also gd\u002c better than call u on the day
neutral,so what are yur plans today? going out?
neutral,you trick me. ave is 1 point only
negative,Ok lor u gd lor... U also forgot who ur gf is wat... So we jus forget abt each other lor...
neutral,what time r u leaving school?
neutral,I feel quite sian.. how abt i just pass u the cd and i take home use cases to do?
positive,Okay... Cya... We are intending to buy bikini
neutral,are you free this sunday to come to my church?
neutral,Im at pink table ... u finish tut then come and look for me lor ...
neutral,Hmmm... Got no movie to watch oredi...
neutral,Lousy M1\u002c I can rcv ur 1st msg. ooh can I keep ur bat? It works! yea dun tink we nid ur parts tmr.
positive,Hey xin... Can i borrow ur charles n keith coupon... Saw a pair quite nice lor... But e coupon got any terms n condition anot...
neutral,Hey the pay is transfered into my acct..
neutral,hey! later help me bring my books
negative,cannot...i still have to rush for hyp :(
neutral,Hmmm... She\u2019s meetin her professor... Anyway\u002c take ur time... Cos my dad\u2019s not back yet\u002c we might have to go ourselves\u002c paiseh...
positive,Haha... Gd... Cos u too free rite... I also got think of u...
negative,red devils play the saints this sat. 2 bad i have dinner that time\u002c can\u2019t see the saints exorcise the devils
positive,Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies\u002c we\u2019re tog 4 exactly a mth today. Hope we\u2019ll haf many more mths to come...
neutral,I\u2019m contemplatin btw toshiba and e fujitsu one... Goin to take a look at e fuji one b4 i decide lor... U wan hp one rite...
positive,Don?t worry about me. i am ok. just have little bit fever
positive,Happy new year to u too!
neutral,Can meh? Thgt some will clash... Really ah\u002c i dun mind... I dun seen to have lost any weight... Gee...
negative,seeing him reminds me of my past stupidity and mistakes ok? thats why i hate seeing him. it\u2019s not that i m not over him. tt\u2019s different.
positive,Ok no problem... Yup i\u2019m going to sch at 4 if i rem correctly...
neutral,Izit... Cos some nvr mark leh... Oh okie... They bold e ans\u002c haiz...
negative,Place i also don\u2019t know.. But audrey said time changed to one because you and xy working.. Will ask her later.. If you know liao\u002c tell me also..
neutral,tml i busy. i going to cut my hair at the 10 mins shop. the parkway one. not the bugis one.
negative,I know it\u2019s diff 4 u 2. I really can\u2019t do the project lor. U quit\u002c I quit. U die\u002c I die. ok? don\u2019t blame everything to urself. I\u2019m responsible 2.
neutral,later wat u going to do ?
positive,Wah... She best leh... U got tell her u not staying in hall liao? Cos maybe she tot u still in hall... Yesterday i just said u in hall...
neutral,wen ar\u002c can you email me the recipe for rice balls? I have a sudden major craving for them!
neutral,a.. ok.. u brought e entire IBP wif u? erm e meetin start at 2pm lei.. u wan have lunch or..?
negative,Really ah... I very bad leh\u002c dun bother abt u...
neutral,Den we go out walk walk lah. I go fetch u.
neutral,Yup yup...Haha\u002c we still end up eatin nooch... U goin?
neutral,see ya at 330 at china town mrt. I am leaving the house now.
neutral,xy:wat makes u think i\u2019m going 2 c movie w u on christmas eve?
negative,Aiyo... All e nice place all close... So  where shall we go leh...
neutral,Give me 3mins i call u in my office.
negative,No nid to studee cos u chose pass fail!
neutral,I am going to sleep now
positive,good morning honey.. i woke up already.. where r u?
neutral,In town what.... I anything. Where you want? United square also have\u002c forum and tamp.
positive,Your smile is very sweet.
neutral,I got direct bus from my place
positive,Yo ai ren! Haven send me e photos of ur hol... Me wanna see...
negative,Who ask u buy ericsson right... She reply u? She didnt answer my call.
neutral,I nv subscribe mms service leh. U workin rite can only meet aft work isit?
neutral,U reach orchard already? U wan 2 go buy tickets first?
neutral,Nvm... I\u2019m going to wear my sport shoes anyway... I\u2019m going to be late leh.
neutral,U free wan go shopping?
positive,If the walls had eyes\u002c aye\u002c they would see the love inside. They would see\u002c me in your arms in ectasy. And\u002c with every move\u002c they know\u002c i love you so
neutral,Dear girls\u002c since it\u2019s a little too last min\u002c let\u2019s make it next weekend then..
neutral,I thk still muz make appt b4 goin dwn... And nd to tell him we goin oso... Unless tmr morn den book lor...
neutral,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
positive,mmwahahaha.and can claim to have relief taught b4 too
negative,Dont buy ointment for me. coz I have already.
positive,Nah. It was such a close shave! Almost lost but then luck is on my side. Really miss him. Glad to see him again. Friends are very important indeed.
neutral,u still have ur lect notes for 1101? can i borrow?
positive,Hey next sun 1030 there\u2019s a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
positive,Wow u all so hardworking...u all camping tonite...
neutral,Nope din buy anythin... Put on weight liao\u002c so try clothes nt nice den din buy lor... Aiya\u002c one more yr only\u002c v fast over...
positive,He quite clever can guess him? Next meeting if they say abt me u must defend me hor...
neutral,Oh... Okie lor... I dunno how to go there so i meet u somewhere first...
positive,Hey xin... Thk take e tues and fri one lor.. Fine w u?
positive,Aiyah then i wait lor. Then u entertain me. Hee...
neutral,U still outside ah.. Raining leh\u002c u driving? Drive carefully k..
neutral,I left my 4252 stuff under my table in a plastic bag
positive,Aiyah ok wat as long as got improve can already wat...
neutral,My dear\u002c see if i can study in school... Because i m quite sleepy... I wanna wait for u ga
negative,cannot remember
neutral,Wat time u wake up. Tdy i pig again sleep until 1+.
negative,Okie... Cant guarantee i\u2019ll get it though...
neutral,I forgot 2 ask Ã¼ all smth.. There\u2019s a card on da present lei... How? Ã all want 2 write smth or sign on it?
neutral,Shuhui ask me out\u002c so i going out with her accompany her for dinner. Think later i\u2019ll tell her lor.
negative,Okie. Fri what time? i\u2019ve just got ur msg. For some reasons my phone wasn\u2019t working for several hours
neutral,i\u2019m home liao. See if dad wants to pick me 4 dinner or da bao. U wanna use car\u002c rite?
neutral,Huh means computational science... Y they like dat one push here n there...
neutral,oni leo and he not cfm. other than that\u002c my 2 d\u2019prodigz frens junjie and james.
negative,Nope.. Still in lect... Where r u...
neutral,Good morning! still sleep? I m on my way to office. my hand pain-pain loh. need you Tui-tui for me loh.
neutral,Sure ah.. My dear\u002c i wait for u... Where is e test?
negative,Anything lor up 2 u... Dun buy anything too expensive...
negative,Just now starhub do survey. too bad no goodies...
positive,I\u2019m ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
positive,Okie.. Anyway i\u2019ll be driving tmr so see whether u want to drive..
positive,hihi...long time no see..how are u.?
neutral,Friday I will be out with my friends. Saturday I\u2019m test driving car and visiting cousin who had operation. Only sunday morning or noon free.
neutral,Okie... Just let me noe when u r done..
positive,Today weather v. good. Cool & comfortable. Best 4 sleeping. I haf to write a letter 2 request taking e exam @ later time. So when do u want 2 watch Funeral March
neutral,hey wad time is everyone coming?
negative,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it\u2019s more toot than b4 so b prepared. Now wat shall i eat?
negative,Hey girls! Xiuying can\u2019t make it this week too.
neutral,Hi... I understand you\u2019re busy buit i won\u2019t take long either \u2019cos i\u2019ve other things to attend to. Just wish to pass you something... -- wl
positive,Hey. Good job on e gift. I like e earrings alot. I\u2019m amazed u remembered that i like those kind. Thanx.
neutral,play frozen throne online?
negative,I just finished my work. My foot injured just now. so painful. good night see you
neutral,Okie then... Let me noe when u are done k? See ya!
positive,hey gal\u002c how\u2019s your masters coming along? dun get too stressed out k? dun give a damn about those bloody proud ass scholars! you can do it gal!!
positive,Gd morning. Hope you have a nice day.
negative,"number iviii? viii means 8.but not sure why there\u2019s an \""""L\"""" there"
negative,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
neutral,when u free? wanna go christmas shopping at orchard?
neutral,As u go 2 bed 2nite\u002c I ordered bats 2 guard u tight. I told some ghosts to dance in white\u002c & 2 make sure u r alryt\u002c i\u2019LL ask dracula 2 kiss ur neck goodnight..
neutral,Where r u now? I still at BV\u002c & 95 just went away liao? V. late?
positive,May d year of d MONKEY bring U a gorilla of wealth\u002c gibbon of wisdom\u002c apes of success\u002c chimpanzee of health... A Happy Monkey Scratching NEW YEAR to You!!
positive,Think at least u lor. Most important is d is gd at teaching n explaining Maths problems.
positive,ok. very happy if you can finish early then I can see you
neutral,i wait 4 u in hostel call me when reach...
neutral,kkie...i meet u 1pm at the bugis mrt..
neutral,no objective. just walk walk
positive,Yes\u002c I intend to go everyweek\u002c but of course that\u2019s not confirmed.Hope you get well soon.May you be free from physical sufferin.
positive,its good that u r willing 2 talk 2 us abt it. having gone thru a similar thing myself\u002c i try to remind myself now that things which are out of my control
negative,u busy ? called u but no one ans
neutral,i was thinking about catching a movie... do u think it\u2019s a gd idea?
positive,I\u2019ve a friend who\u2019s interested in meditation but never meditate b4.Wonder if it\u2019s ok to bring her to today\u2019s session. Please kindly advise. Thank you.
neutral,If u dun drive then how i go 2 sch.
neutral,U want to eat in school or outside.
neutral,No\u002c why? in school
neutral,I\u2019ll hav to think abt it\u002c how much do u suggest i should put in?
neutral,if u busy\u002c maybe we meet next time lor..
neutral,can msg me wat is ur ideal christmas present? he comin? it shld b less than $20. pls reply by 7
positive,Yuh\u002c they say v. nice? v. touching. V. popular in Taiwan\u002c Korea\u002c HK\u002c & so on. That girl or guy got xue ai\u002c & 2 guys love 1 girl\u002c brother sister qiong yao sort
positive,Ok then i come n pick u at engin?
negative,Heard from Wil that you were in the canteen just now. Sorry I wasn\u2019t around. Wanna meet up for lunch on Fri?
positive,Gd morn! Have a great and blessed day ahead
positive,Oh happy dinner and happy study ba:p
neutral,U jus send me a wrong msg n a blank msg.
negative,Hey xin... I\u2019ll b a bit late... Cos forgot to take smethg...
positive,she was 1105 classmate\u002c correct\u002c nope\u002c me no item wif her\u002c juz tat we got along well
neutral,no thanks
neutral,so are u going to do it?
neutral,Hey can help me see my car number when Ã¼ reach? I might be a little late
neutral,Which bus shall I take? where to stop? you still stay in the same hall and room?
neutral,use computer to print one yourself
neutral,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
neutral,Hey\u002c you free this fri?
neutral,Wa so late ah... Okie lor... Cya tmr... I\u2019ve to meet em at 845\u002c dunno can wake up anot...
neutral,never mind let she use lah. we can chit latter or tomorrow rite?
neutral,the bk u want has been borrowed. i reserve it 4 u?
positive,My dear\u002c i have reached home la... I m very happy today! I love u
positive,730pm is better right? then after that still not too late to go home..
neutral,Leona def not going..Sighz.. Confirm with me later. If xy wan to come along\u002c meet her at bishan mrt also
positive,hey good luck for your exams! just remember it\u2019s your last paper! you will be free!!!!! woohoo!!
neutral,Haiz... I went to comp sci oredi.. They say they\u2019ll help me send mail to em... Haiz\u002c shldn have gone there...
negative,Think i\u2019ll be late\u002c ard 745 maybe. If u all reach liao\u002c go take a queue num first\u002c i scare a lot of ppl.
neutral,wat is yr chalet no ?
neutral,i think we can write a draft 1st b4 we meet then can work on it when we meet.
neutral,U mean meeting w shuhui n ron they all? I duno. U in town do wat?
negative,Huh so fast... Dat means u havent finished painting?
neutral,Eh joan... I go and get frm u at 3 plus ah... U at home rite...
negative,i say not today...they call me at 12.30 leh
neutral,Write urself lor. Or u employ me write 4 u hee... Ur project need gui? Try search e net think should b able 2 find...
negative,Wah liao.. I got 2 D+ \u002c 3B+ \u002c 1A-... So sad.. Overall this time cap improve by 1.1
neutral,Oh\u002c I see...thought u r doing some voluntary service or something like that
neutral,hey need to go out for a while. ttyl. :)
neutral,Hi... i reach liao... where to meet u? i wearing orange tee with a fren in white tee......
positive,Happy new year to you too!
neutral,So jialatz ah. K la. I tell them... U rest well. Tmr c!!! ?
positive,Morning\u002c wish your gf happy birthday for me.. Hee... You going from home tomolo? Can i meet you? Think i\u2019ll be at zhonghan\u2019s place..
positive,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
neutral,U wan me call ur house or phone?
positive,Hee ... Later he will say he got see ur sms but u don believe him ok ... I never say ... Feel so happy for u ...
positive,Okie... Thanx lotsa.... Hope i\u2019ll pass tis one...
positive,ok.. its veri convenient one.. mi hm one is e same as ur mum one.. u passin him todae? or tom
neutral,I just finish bathing myself. U do it alone to bathe ur dog?
neutral,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
neutral,will you be flying back in time for christmas?
negative,Macs again n always eat without me one... U so horrible... N u dun miss me one... So terrible...
neutral,Cable can jus buy one rite?
neutral,U wake up already? Tdy very cloudy leh\u002c u still want to cycle or want to do other thing ?
neutral,she\u2019ll pass to me when she comes by\u002c most likely within these few days
neutral,I already took it la. My mum so kiasu\u002c booked the jab for few weeks before jus took it last wk
neutral,Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?
negative,i dun wan to take tat module next sem
neutral,I\u2019m on my way home. Went to change batt 4 my watch then go shop a bit lor.
positive,Wa\u002c ur openin sentence very formal... Anyway\u002c i\u2019m fine too\u002c juz tt i\u2019m eatin too much n puttin on weight...Haha... So anythin special happened?
neutral,hi\u002c u watched infernal affairs 3\u002c want to watch tog nxt wk? can ask others also
negative,not sure
negative,Yup i not interested. I was thinking e 2 of u go c then i go shop cos like i dont go e 2 of u wont go. Then now like e both of u outside already then so late.
negative,Very tired..
neutral,Rem t guy i told u last night? Think i need ur boyfriend help...
positive,okie. then buy lunch for bein late. No lah\u002c just kiddin
neutral,When are we going to catch lor?
negative,Yar but they say got some error.
negative,Hey never see you online these 2 days... Got activated or what? Chosen your modules yet?
positive,dont know la. he giving me 2 free tickets
neutral,Then u staying in ur office until wat time?
neutral,Depends on where u going lor.
neutral,Everyday is just abt homework\u002c 5 STONES\u002c RUBBER\u002c HIDE-&-SEEK\u002c SET SET SET\u002c GAMES\u002c SING\u002c ? ?
neutral,are you very busy? i have something want talk to you
neutral,hmm\u002c ok\u002c see you later then.
neutral,Where to pick you? what time?
neutral,I tell you when i done. Should be soon
neutral,jus woke up\u002c going out wit friends for coffee
neutral,Most prob she sleeping lah. I think i will reach around 5.
neutral,Xin... Wat time do u wana go... Ard 10?u wana come my hse there\u002c den can give u a lift...
neutral,Have to check. Dunno it off hand now.
negative,Wont lah\u002c even both of us fat also wont break one...
neutral,can u help me bu the abalone in can one? My mum wan to buy. c if convenient then help me buy 2-3 cans\u002c can? thx a lot!
neutral,Today got match? Where? Time? I think i can go..
neutral,Call her now
positive,Of course lah\u002c he so big..u at home now? Aiyah\u002c later i call u.
neutral,huh... or wanna go for dinner?
negative,Sorry to keep you waiting. I\u2019m still waiting for the bus. It\u2019s taking forever.
negative,That mean activity that is not romantic la ... U sure u don wan to join ? Then wat u doing?
positive,for fun peace and laughter
neutral,i will be joining u all later after my meeting..
neutral,haha. bus spoilt. got to come down and wait for another bus.
neutral,Hey. Its at e marina promenade rite? Thats outdoor near marina sq? Do u know abt wat time it ends?
neutral,Hi everybody\u002c could we change the dinner to friday instead? Coz we have a friend who need to go KL on sat so we have to bring forward to this coming friday.
neutral,Zhen ah\u002c u still staying in hall right?
negative,sigh..i guess so.. they are my secondary frens\u002c if dun go dunno when will meet again
neutral,Just came out from bathroom. Call you\u002c but  your fon switch off\u002c so cant chat loh.
neutral,My name is Sharis How. Female\u002c 18. Hp is 90487664. Sci fac. No sailing experience. Email: z_ilches@hotmail.Com
neutral,Dat nokia 7250i is much expensive. 7250 is abt e same with less features. U try out my phone again lor.
positive,My sis will drive me there cos she might nd to go sch too... U wan a lift? Goin out w wawa tmr?
positive,Oh! This is sooooo nice! I am so thrilled! Huge enormous hugs from the super-delighted stella! Take care too my dear sweet sis!
negative,U going to wait until 4? U got nothing to do?
neutral,R we still meeting 4 dinner tonight?
neutral,Anything lor if they all go then i go lor...
positive,Good morning! going to office. Still in your sweet-sweet dreaming?
positive,But i\u2019m surprised she still can guess right lor...
neutral,Sure or not ok lor. Who ever free go sit first. Then c wed or thu we meet buy present.
negative,U watching dvd ah? Bored den think of me lah.
